Date,Place,Item,Quantity,Price,Category
10/11/2022,IUS Pharmacy & Grocery,Camptosar,1,340,Medical
3/27/2022,IUS Pharmacy & Grocery,Camrese,1,329,Medical
2/14/2022,IUS Pharmacy & Grocery,Camrese extended-cycle,1,230,Medical
4/28/2022,IUS Pharmacy & Grocery,CamreseLo,1,232,Medical
9/26/2022,IUS Pharmacy & Grocery,Camrese Lo extended-cycle,1,442,Medical
9/17/2022,IUS Pharmacy & Grocery,Canagliflozin,1,305,Medical
3/23/2022,IUS Pharmacy & Grocery,Canagliflozin and metformin,1,115,Medical
11/27/2022,IUS Pharmacy & Grocery,Canagliflozin and Metformin Extended-Release Tablets,1,409,Medical
9/12/2022,IUS Pharmacy & Grocery,Canagliflozin and Metformin Tablets,1,164,Medical
6/20/2022,IUS Pharmacy & Grocery,Canakinumab,1,188,Medical
2/23/2022,IUS Pharmacy & Grocery,Canakinumab Subcutaneous,1,447,Medical
1/8/2022,IUS Pharmacy & Grocery,Canasa,1,422,Medical
9/17/2022,IUS Pharmacy & Grocery,"Canasa Oral, Rectal",1,159,Medical
10/9/2022,IUS Pharmacy & Grocery,Canasa Pac rectal,1,173,Medical
2/6/2022,IUS Pharmacy & Grocery,Canasa rectal,1,409,Medical
3/27/2022,IUS Pharmacy & Grocery,Cancidas,1,193,Medical
12/24/2022,IUS Pharmacy & Grocery,Candesartan,1,129,Medical
12/24/2022,IUS Pharmacy & Grocery,Candesartan Cilexetil,1,371,Medical
9/26/2022,IUS Pharmacy & Grocery,Candesartan and Hydrochlorothiazide,1,239,Medical
2/6/2022,IUS Pharmacy & Grocery,Candesartan and Hydrochlorothiazide Tablets,1,156,Medical
5/11/2022,IUS Pharmacy & Grocery,CanesOral,1,415,Medical
10/23/2022,IUS Pharmacy & Grocery,Canesten Topical,1,240,Medical
1/20/2022,IUS Pharmacy & Grocery,Canges-HC,1,341,Medical
7/15/2022,IUS Pharmacy & Grocery,Canges-XP,1,449,Medical
3/28/2022,IUS Pharmacy & Grocery,Cangrelor,1,270,Medical
8/10/2022,IUS Pharmacy & Grocery,Cangrelor Intravenous,1,206,Medical
8/24/2022,IUS Pharmacy & Grocery,Cangrelor tetrasodium,1,126,Medical
6/19/2022,IUS Pharmacy & Grocery,CanineAid,1,308,Medical
1/22/2022,IUS Pharmacy & Grocery,Cankaid,1,149,Medical
9/16/2022,IUS Pharmacy & Grocery,Cannabidiol,1,278,Medical
3/30/2022,IUS Pharmacy & Grocery,Cantharidin,1,267,Medical
6/27/2022,IUS Pharmacy & Grocery,"Cantharidin, Podophyllin Resin, and Salicylic Acid",1,447,Medical
1/1/2023,IUS Pharmacy & Grocery,Cantil,1,435,Medical
1/2/2023,IUS Pharmacy & Grocery,Capacet,1,176,Medical
12/5/2022,IUS Pharmacy & Grocery,Capastat,1,149,Medical
1/19/2023,IUS Pharmacy & Grocery,Capastat Sulfate,1,283,Medical
12/31/2022,IUS Pharmacy & Grocery,CapCof,1,278,Medical
8/27/2022,IUS Pharmacy & Grocery,Capecitabine,1,431,Medical
7/12/2022,IUS Pharmacy & Grocery,Capers,1,343,Medical
3/21/2022,IUS Pharmacy & Grocery,Capex,1,364,Medical
12/3/2022,IUS Pharmacy & Grocery,Capex Shampoo,1,220,Medical
1/29/2022,IUS Pharmacy & Grocery,Caphosol,1,171,Medical
7/12/2022,IUS Pharmacy & Grocery,Capital & Codeine,1,170,Medical
3/11/2022,IUS Pharmacy & Grocery,Capital w/Codeine,1,288,Medical
5/21/2022,IUS Pharmacy & Grocery,Capitrol,1,335,Medical
10/11/2022,IUS Pharmacy & Grocery,Capitrol Topical,1,287,Medical
3/5/2022,IUS Pharmacy & Grocery,Caplacizumab,1,385,Medical
1/16/2022,IUS Pharmacy & Grocery,Caplacizumab-yhdp,1,401,Medical
5/14/2022,IUS Pharmacy & Grocery,"Caplacizumab-yhdp Intravenous, Subcutaneous",1,406,Medical
12/14/2022,IUS Pharmacy & Grocery,Caplyta,1,200,Medical
10/17/2022,IUS Pharmacy & Grocery,Capmatinib,1,431,Medical
12/24/2022,IUS Pharmacy & Grocery,Capmist DM,1,149,Medical
8/18/2022,IUS Pharmacy & Grocery,Capoten,1,258,Medical
3/1/2022,IUS Pharmacy & Grocery,Capozide,1,211,Medical
10/23/2022,IUS Pharmacy & Grocery,Capozide 25/15,1,216,Medical
5/11/2022,IUS Pharmacy & Grocery,Capozide 25/25,1,138,Medical
1/2/2022,IUS Pharmacy & Grocery,Capozide 50/15,1,364,Medical
8/4/2022,IUS Pharmacy & Grocery,Capozide 50/25,1,417,Medical
11/30/2022,IUS Pharmacy & Grocery,Caprelsa,1,266,Medical
6/17/2022,IUS Pharmacy & Grocery,Capreomycin,1,169,Medical
9/14/2022,IUS Pharmacy & Grocery,Capreomycin Injection,1,162,Medical
1/23/2022,IUS Pharmacy & Grocery,Capreomycin Sulfate,1,269,Medical
8/4/2022,IUS Pharmacy & Grocery,Capron DM,1,264,Medical
6/27/2022,IUS Pharmacy & Grocery,Capron DMT,1,103,Medical
10/26/2022,IUS Pharmacy & Grocery,Caprylic Acid,1,158,Medical
1/4/2023,IUS Pharmacy & Grocery,Caprylidene,1,181,Medical
8/18/2022,IUS Pharmacy & Grocery,Capsagel,1,200,Medical
1/10/2023,IUS Pharmacy & Grocery,Capsagel Extra Strength,1,159,Medical
12/4/2022,IUS Pharmacy & Grocery,Capsagel Maximum Strength,1,383,Medical
10/27/2022,IUS Pharmacy & Grocery,Capsagel Topical,1,309,Medical
11/26/2022,IUS Pharmacy & Grocery,Capsagesic-HP Arthritis Relief Topical,1,405,Medical
7/31/2022,IUS Pharmacy & Grocery,Capsaicin,1,409,Medical
10/14/2022,IUS Pharmacy & Grocery,Capsaicin 8% Patch,1,290,Medical
6/15/2022,IUS Pharmacy & Grocery,"Capsaicin Cream, Gel, Liquid, and Lotion",1,112,Medical
9/29/2022,IUS Pharmacy & Grocery,Capsaicin and diclofenac topical,1,199,Medical
9/19/2022,IUS Pharmacy & Grocery,Capsaicin in Lidocaine Cream,1,377,Medical
11/27/2022,IUS Pharmacy & Grocery,"Capsaicin, lidocaine, menthol, and methyl salicylate topical",1,399,Medical
3/31/2022,IUS Pharmacy & Grocery,Capsaicin and Menthol Cream and Gel,1,334,Medical
3/23/2022,IUS Pharmacy & Grocery,Capsaicin and Menthol Patch,1,224,Medical
7/29/2022,IUS Pharmacy & Grocery,Capsaicin Patch,1,309,Medical
12/13/2022,IUS Pharmacy & Grocery,Capsaicin topical,1,433,Medical
6/23/2022,IUS Pharmacy & Grocery,Capsfenac Pak,1,107,Medical
10/29/2022,IUS Pharmacy & Grocery,Capsicum Peppers,1,147,Medical
8/29/2022,IUS Pharmacy & Grocery,Capsiderm,1,306,Medical
9/16/2022,IUS Pharmacy & Grocery,Capsiderm Patch,1,433,Medical
5/31/2022,IUS Pharmacy & Grocery,Capsin,1,307,Medical
1/31/2022,IUS Pharmacy & Grocery,Capsinac,1,435,Medical
10/30/2022,IUS Pharmacy & Grocery,Capsin Topical,1,152,Medical
8/9/2022,IUS Pharmacy & Grocery,Capstar,1,353,Medical
12/13/2022,IUS Pharmacy & Grocery,Capsules,1,291,Medical
5/4/2022,IUS Pharmacy & Grocery,Captique,1,328,Medical
12/15/2022,IUS Pharmacy & Grocery,Captopril,1,336,Medical
1/26/2022,IUS Pharmacy & Grocery,Captopril and Hydrochlorothiazide,1,179,Medical
7/16/2022,IUS Pharmacy & Grocery,Captopril Tablets,1,104,Medical
6/11/2022,IUS Pharmacy & Grocery,Captracin,1,210,Medical
6/10/2022,IUS Pharmacy & Grocery,Captracin Patch,1,364,Medical
10/26/2022,IUS Pharmacy & Grocery,Capxib,1,352,Medical
10/5/2022,IUS Pharmacy & Grocery,Capzasin,1,319,Medical
3/22/2022,IUS Pharmacy & Grocery,Capzasin-HP,1,211,Medical
9/6/2022,IUS Pharmacy & Grocery,Capzasin-P,1,303,Medical
4/3/2022,IUS Pharmacy & Grocery,Capzasin Quick Relief,1,200,Medical
5/21/2022,IUS Pharmacy & Grocery,Carac,1,405,Medical
2/8/2022,IUS Pharmacy & Grocery,Carac Topical,1,126,Medical
1/2/2023,IUS Pharmacy & Grocery,Carafate,1,374,Medical
3/16/2022,IUS Pharmacy & Grocery,Carafate (Sucralfate Oral Suspension),1,305,Medical
4/23/2022,IUS Pharmacy & Grocery,Carafate (Sucralfate Tablets),1,152,Medical
3/10/2022,IUS Pharmacy & Grocery,Carafate Tablets,1,362,Medical
2/6/2022,IUS Pharmacy & Grocery,Carbachol,1,193,Medical
4/30/2022,IUS Pharmacy & Grocery,Carbachol ophthalmic,1,200,Medical
7/24/2022,IUS Pharmacy & Grocery,Carbaglu,1,123,Medical
1/30/2022,IUS Pharmacy & Grocery,Carbamazepine,1,212,Medical
12/1/2022,IUS Pharmacy & Grocery,Carbamazepine Capsules,1,292,Medical
6/11/2022,IUS Pharmacy & Grocery,Carbamazepine Chewable,1,351,Medical
12/30/2022,IUS Pharmacy & Grocery,Carbamazepine Chewable Tablets,1,154,Medical
11/8/2022,IUS Pharmacy & Grocery,Carbamazepine ER,1,424,Medical
2/18/2022,IUS Pharmacy & Grocery,Carbamazepine Extended-Release Capsules (Carbatrol),1,324,Medical
8/30/2022,IUS Pharmacy & Grocery,Carbamazepine Extended-Release Capsules (Equetro),1,407,Medical
2/4/2022,IUS Pharmacy & Grocery,Carbamazepine Extended-Release Tablets,1,422,Medical
12/9/2022,IUS Pharmacy & Grocery,Carbamazepine Intravenous,1,259,Medical
1/6/2023,IUS Pharmacy & Grocery,Carbamazepine Oral Suspension,1,398,Medical
6/19/2022,IUS Pharmacy & Grocery,Carbamazepine Tablets,1,408,Medical
7/13/2022,IUS Pharmacy & Grocery,Carbamide Peroxide,1,389,Medical
9/17/2022,IUS Pharmacy & Grocery,Carbamide Peroxide Liquid,1,101,Medical
4/13/2022,IUS Pharmacy & Grocery,Carbamide peroxide otic,1,368,Medical
9/2/2022,IUS Pharmacy & Grocery,Carbamide Peroxide Otic Solution,1,203,Medical
7/31/2022,IUS Pharmacy & Grocery,Carbaphen 12,1,415,Medical
7/19/2022,IUS Pharmacy & Grocery,Carbaphen CH,1,197,Medical
10/23/2022,IUS Pharmacy & Grocery,Carbaphen Ped CH,1,304,Medical
6/5/2022,IUS Pharmacy & Grocery,Carbastat,1,121,Medical
7/2/2022,IUS Pharmacy & Grocery,Carbatrol,1,338,Medical
10/10/2022,IUS Pharmacy & Grocery,Carbatuss,1,260,Medical
5/23/2022,IUS Pharmacy & Grocery,Carbetapentane and chlorpheniramine,1,405,Medical
5/30/2022,IUS Pharmacy & Grocery,Carbetapentane and guaifenesin,1,211,Medical
7/7/2022,IUS Pharmacy & Grocery,Carbetapentane and pseudoephedrine,1,298,Medical
12/19/2022,IUS Pharmacy & Grocery,Carbetocin Intravenous,1,245,Medical
11/30/2022,IUS Pharmacy & Grocery,Carbidopa,1,263,Medical
4/20/2022,IUS Pharmacy & Grocery,"Carbidopa, entacapone, and levodopa",1,191,Medical
9/13/2022,IUS Pharmacy & Grocery,Carbidopa and levodopa,1,424,Medical
10/10/2022,IUS Pharmacy & Grocery,"Carbidopa, Levodopa and Entacapone",1,415,Medical
5/15/2022,IUS Pharmacy & Grocery,"Carbidopa, Levodopa and Entacapone Tablets",1,396,Medical
2/3/2022,IUS Pharmacy & Grocery,Carbidopa and levodopa enteral,1,389,Medical
5/9/2022,IUS Pharmacy & Grocery,Carbidopa and Levodopa Enteral Suspension,1,345,Medical
4/15/2022,IUS Pharmacy & Grocery,Carbidopa and Levodopa Extended-Release Capsules,1,245,Medical
7/28/2022,IUS Pharmacy & Grocery,Carbidopa and Levodopa Extended-Release Tablets,1,125,Medical
8/10/2022,IUS Pharmacy & Grocery,Carbidopa and Levodopa ODT,1,222,Medical
10/28/2022,IUS Pharmacy & Grocery,Carbidopa and Levodopa Orally Disintegrating Tablets,1,227,Medical
9/2/2022,IUS Pharmacy & Grocery,Carbidopa and Levodopa Tablets,1,377,Medical
7/12/2022,IUS Pharmacy & Grocery,Carbidopa Tablets,1,185,Medical
3/27/2022,IUS Pharmacy & Grocery,Carbihist,1,109,Medical
3/26/2022,IUS Pharmacy & Grocery,Carbinoxamine,1,228,Medical
4/11/2022,IUS Pharmacy & Grocery,Carbinoxamine Extended-Release Suspension,1,160,Medical
6/22/2022,IUS Pharmacy & Grocery,Carbinoxamine Liquid,1,168,Medical
11/22/2022,IUS Pharmacy & Grocery,Carbinoxamine Maleate,1,400,Medical
12/25/2022,IUS Pharmacy & Grocery,Carbinoxamine Tablets,1,154,Medical
7/2/2022,IUS Pharmacy & Grocery,Carbocaine,1,348,Medical
4/25/2022,IUS Pharmacy & Grocery,Carbocaine 2% with Neo-Cobefrin,1,165,Medical
12/7/2022,IUS Pharmacy & Grocery,Carbocaine HCl,1,103,Medical
5/27/2022,IUS Pharmacy & Grocery,Carbocaine Injection,1,138,Medical
12/28/2022,IUS Pharmacy & Grocery,Carbocaine with Neo-Cobefrin,1,425,Medical
7/11/2022,IUS Pharmacy & Grocery,Carbocaine Preservative-Free,1,418,Medical
1/1/2022,IUS Pharmacy & Grocery,Carbofed DM,1,269,Medical
3/22/2022,IUS Pharmacy & Grocery,Carbogen,1,105,Medical
11/30/2022,IUS Pharmacy & Grocery,Carbohydrate and electrolyte combination,1,327,Medical
6/6/2022,IUS Pharmacy & Grocery,Carb-O-Lac5 topical,1,212,Medical
6/26/2022,IUS Pharmacy & Grocery,Carb-O-Lac HP topical,1,102,Medical
4/2/2022,IUS Pharmacy & Grocery,Carbol-fuchsin solution Topical,1,352,Medical
10/1/2022,IUS Pharmacy & Grocery,Carbon Dioxide,1,376,Medical
4/29/2022,IUS Pharmacy & Grocery,Carbon Dioxide Air Mixture,1,272,Medical
11/9/2022,IUS Pharmacy & Grocery,Carbon Dioxide Nitrogen Mix,1,335,Medical
4/17/2022,IUS Pharmacy & Grocery,Carbon Dioxide Oxygen Mixture,1,201,Medical
4/30/2022,IUS Pharmacy & Grocery,Carbon Dioxide-Oxygen-Nitrogen Mixture,1,344,Medical
9/25/2022,IUS Pharmacy & Grocery,Carbon Dioxide Refrigerated Gas,1,326,Medical
7/25/2022,IUS Pharmacy & Grocery,Carbon Dioxide Refrigerated Liquid,1,402,Medical
10/6/2022,IUS Pharmacy & Grocery,"Carbonic anhydrase inhibitor Oral, Parenteral",1,149,Medical
5/31/2022,IUS Pharmacy & Grocery,Carbonyl iron,1,404,Medical
5/15/2022,IUS Pharmacy & Grocery,Carb-O-Philic/10,1,338,Medical
10/28/2022,IUS Pharmacy & Grocery,Carboplatin,1,246,Medical
8/2/2022,IUS Pharmacy & Grocery,Carboplatin Intravenous,1,421,Medical
4/16/2022,IUS Pharmacy & Grocery,Carboprost,1,296,Medical
10/3/2022,IUS Pharmacy & Grocery,Carboprost Injection,1,228,Medical
9/28/2022,IUS Pharmacy & Grocery,Carboprost Intramuscular,1,163,Medical
10/26/2022,IUS Pharmacy & Grocery,Carboprost Tromethamine,1,280,Medical
6/25/2022,IUS Pharmacy & Grocery,Carb-O-Sal5,1,203,Medical
9/28/2022,IUS Pharmacy & Grocery,Carboxine,1,207,Medical
11/13/2022,IUS Pharmacy & Grocery,Carboxymethylcellulose,1,376,Medical
2/12/2022,IUS Pharmacy & Grocery,Cardec,1,167,Medical
9/4/2022,IUS Pharmacy & Grocery,Cardene,1,157,Medical
12/24/2022,IUS Pharmacy & Grocery,Cardene Injection,1,392,Medical
1/2/2023,IUS Pharmacy & Grocery,Cardene Intravenous,1,127,Medical
7/29/2022,IUS Pharmacy & Grocery,Cardene IV,1,341,Medical
8/4/2022,IUS Pharmacy & Grocery,Cardene SR,1,113,Medical
10/28/2022,IUS Pharmacy & Grocery,Cardiogen-82,1,188,Medical
1/27/2022,IUS Pharmacy & Grocery,Cardiogen-82 Generator,1,173,Medical
9/25/2022,IUS Pharmacy & Grocery,Cardiolite,1,241,Medical
5/28/2022,IUS Pharmacy & Grocery,Cardioplegic,1,393,Medical
7/7/2022,IUS Pharmacy & Grocery,Cardioquin,1,234,Medical
11/6/2022,IUS Pharmacy & Grocery,Cardioxane Injection,1,287,Medical
8/20/2022,IUS Pharmacy & Grocery,Cardizem,1,340,Medical
7/17/2022,IUS Pharmacy & Grocery,Cardizem CD,1,148,Medical
12/11/2022,IUS Pharmacy & Grocery,Cardizem (Diltiazem Injection),1,389,Medical
1/9/2023,IUS Pharmacy & Grocery,Cardizem (Diltiazem Tablets),1,355,Medical
12/26/2022,IUS Pharmacy & Grocery,Cardizem Intravenous,1,343,Medical
1/25/2023,IUS Pharmacy & Grocery,Cardizem LA,1,278,Medical
8/3/2022,IUS Pharmacy & Grocery,Cardura,1,267,Medical
1/30/2022,IUS Pharmacy & Grocery,Cardura XL,1,240,Medical
11/18/2022,IUS Pharmacy & Grocery,CareAll,1,352,Medical
1/5/2023,IUS Pharmacy & Grocery,Careone Acid Reducer,1,374,Medical
2/5/2022,IUS Pharmacy & Grocery,Care One Acid Reducer Plus Antacid,1,333,Medical
5/25/2022,IUS Pharmacy & Grocery,Careone Antibacterial Foaming Kitchen,1,251,Medical
9/12/2022,IUS Pharmacy & Grocery,Careone Hair Regrowth Treatment for Men,1,198,Medical
2/4/2022,IUS Pharmacy & Grocery,Care One Sleep Aid,1,278,Medical
1/2/2023,IUS Pharmacy & Grocery,Carfilzomib,1,193,Medical
6/17/2022,IUS Pharmacy & Grocery,Carfilzomib Intravenous,1,240,Medical
4/22/2022,IUS Pharmacy & Grocery,Carglumic acid,1,161,Medical
1/8/2023,IUS Pharmacy & Grocery,Carimene N/F,1,277,Medical
1/20/2023,IUS Pharmacy & Grocery,Carimune,1,211,Medical
2/9/2022,IUS Pharmacy & Grocery,Carimune IGIV,1,101,Medical
1/17/2022,IUS Pharmacy & Grocery,Carimune NF,1,407,Medical
11/30/2022,IUS Pharmacy & Grocery,Cariprazine,1,145,Medical
9/15/2022,IUS Pharmacy & Grocery,Cariprazine Hydrochloride,1,119,Medical
3/9/2022,IUS Pharmacy & Grocery,Carisoprodol,1,213,Medical
10/19/2022,IUS Pharmacy & Grocery,Carisoprodol and Aspirin,1,218,Medical
5/26/2022,IUS Pharmacy & Grocery,"Carisoprodol, Aspirin, and Codeine",1,402,Medical
8/20/2022,IUS Pharmacy & Grocery,Carlson D,1,440,Medical
10/28/2022,IUS Pharmacy & Grocery,Carmex,1,402,Medical
4/8/2022,IUS Pharmacy & Grocery,Carmol,1,384,Medical
3/16/2022,IUS Pharmacy & Grocery,Carmol HC,1,129,Medical
10/15/2022,IUS Pharmacy & Grocery,Carmustine,1,368,Medical
7/24/2022,IUS Pharmacy & Grocery,Carmustine Implantation,1,450,Medical
9/18/2022,IUS Pharmacy & Grocery,Carmustine Injection,1,233,Medical
7/2/2022,IUS Pharmacy & Grocery,Carmustine injection/implant,1,204,Medical
4/25/2022,IUS Pharmacy & Grocery,Carmustine Intracranial Implant,1,266,Medical
5/24/2022,IUS Pharmacy & Grocery,Carmustine Intravenous,1,152,Medical
4/27/2022,IUS Pharmacy & Grocery,Carnexiv,1,285,Medical
1/24/2022,IUS Pharmacy & Grocery,Carnitine,1,148,Medical
10/16/2022,IUS Pharmacy & Grocery,Carnitor,1,316,Medical
1/21/2023,IUS Pharmacy & Grocery,Carnitor Injection,1,182,Medical
7/4/2022,IUS Pharmacy & Grocery,Carnitor (Levocarnitine Capsules and Tablets),1,450,Medical
1/19/2022,IUS Pharmacy & Grocery,Carnitor (Levocarnitine Injection Solution),1,176,Medical
9/21/2022,IUS Pharmacy & Grocery,Carnitor (Levocarnitine Oral Solution),1,194,Medical
1/26/2022,IUS Pharmacy & Grocery,Carnitor Oral Solution,1,264,Medical
10/31/2022,IUS Pharmacy & Grocery,Carnitor SF,1,226,Medical
11/29/2022,IUS Pharmacy & Grocery,Carnitor Sugar-Free Solution,1,185,Medical
3/29/2022,IUS Pharmacy & Grocery,Carnitor Tablets,1,347,Medical
12/5/2022,IUS Pharmacy & Grocery,Caroguard,1,412,Medical
12/30/2022,IUS Pharmacy & Grocery,CaroSpir,1,123,Medical
10/5/2022,IUS Pharmacy & Grocery,Carospir Suspension,1,124,Medical
2/14/2022,IUS Pharmacy & Grocery,Carpaquin,1,395,Medical
2/9/2022,IUS Pharmacy & Grocery,Carprofen,1,284,Medical
8/17/2022,IUS Pharmacy & Grocery,Carrington Antifungal,1,329,Medical
12/26/2022,IUS Pharmacy & Grocery,Carrington Antifungal Topical,1,349,Medical
8/12/2022,IUS Pharmacy & Grocery,Carrot Oil,1,212,Medical
6/14/2022,IUS Pharmacy & Grocery,Carteolol,1,341,Medical
7/12/2022,IUS Pharmacy & Grocery,Carteolol ophthalmic,1,174,Medical
4/13/2022,IUS Pharmacy & Grocery,Cartia XT,1,306,Medical
1/1/2022,IUS Pharmacy & Grocery,Carticel,1,290,Medical
12/24/2022,IUS Pharmacy & Grocery,Carvedilol,1,192,Medical
9/10/2022,IUS Pharmacy & Grocery,Carvedilol Capsule,1,154,Medical
12/14/2022,IUS Pharmacy & Grocery,Carvedilol Extended-Release Capsules,1,145,Medical
4/28/2022,IUS Pharmacy & Grocery,Carvedilol Tablets,1,221,Medical
6/8/2022,IUS Pharmacy & Grocery,Cascara,1,220,Medical
1/21/2022,IUS Pharmacy & Grocery,Casodex,1,412,Medical
3/25/2022,IUS Pharmacy & Grocery,Caspofungin,1,248,Medical
12/3/2022,IUS Pharmacy & Grocery,Caspofungin Acetate,1,326,Medical
1/5/2022,IUS Pharmacy & Grocery,Caspofungin Acetate Injection,1,341,Medical
5/21/2022,IUS Pharmacy & Grocery,Caspofungin Intravenous,1,204,Medical
5/15/2022,IUS Pharmacy & Grocery,Casporyn HC,1,429,Medical
12/11/2022,IUS Pharmacy & Grocery,Casporyn HC Ear Drops,1,342,Medical
1/1/2022,IUS Pharmacy & Grocery,Cassipa,1,269,Medical
1/22/2023,IUS Pharmacy & Grocery,Castellani Paint Modified Solution,1,186,Medical
12/7/2022,IUS Pharmacy & Grocery,Castiva Cooling,1,169,Medical
3/21/2022,IUS Pharmacy & Grocery,Castiva Warming,1,171,Medical
10/20/2022,IUS Pharmacy & Grocery,Castor,1,272,Medical
9/7/2022,IUS Pharmacy & Grocery,Castor Oil,1,347,Medical
1/14/2023,IUS Pharmacy & Grocery,Cataflam,1,133,Medical
10/4/2022,IUS Pharmacy & Grocery,Catapres,1,122,Medical
1/9/2022,IUS Pharmacy & Grocery,Catapres-TTS,1,416,Medical
11/11/2022,IUS Pharmacy & Grocery,Catapres-TTS-1 Transdermal,1,134,Medical
1/16/2022,IUS Pharmacy & Grocery,Catapres-TTS-2 Transdermal,1,312,Medical
5/3/2022,IUS Pharmacy & Grocery,Catapres-TTS-3 Transdermal,1,385,Medical
8/30/2022,IUS Pharmacy & Grocery,Cat Hair Standardized,1,138,Medical
5/31/2022,IUS Pharmacy & Grocery,Cathflo Activase,1,345,Medical
7/4/2022,IUS Pharmacy & Grocery,Catnip,1,331,Medical
9/29/2022,IUS Pharmacy & Grocery,Catosal,1,146,Medical
4/12/2022,IUS Pharmacy & Grocery,Cat Pelt Standardized,1,415,Medical
8/2/2022,IUS Pharmacy & Grocery,Cat's claw,1,191,Medical
4/15/2022,IUS Pharmacy & Grocery,Cattlyst,1,283,Medical
6/21/2022,IUS Pharmacy & Grocery,Caucasian Whortleberry,1,419,Medical
1/12/2023,IUS Pharmacy & Grocery,Caustic Dressing Powder,1,145,Medical
12/9/2022,IUS Pharmacy & Grocery,Caverject,1,385,Medical
10/11/2022,IUS Pharmacy & Grocery,CaverJect  Impulse,1,219,Medical
2/13/2022,IUS Pharmacy & Grocery,CaviRinse,1,351,Medical
12/21/2022,IUS Pharmacy & Grocery,CaviRinse Sodium Fluoride Oral Rinse,1,332,Medical
3/25/2022,IUS Pharmacy & Grocery,Cayston,1,281,Medical
1/21/2022,IUS Pharmacy & Grocery,Caziant,1,382,Medical
9/20/2022,IUS Pharmacy & Grocery,CCNSB Capsules,1,189,Medical
5/22/2022,IUS Pharmacy & Grocery,Cecon,1,197,Medical
8/17/2022,IUS Pharmacy & Grocery,Cedax,1,292,Medical
11/27/2022,IUS Pharmacy & Grocery,Cedax (Ceftibuten Capsules),1,292,Medical
7/26/2022,IUS Pharmacy & Grocery,Cedax (Ceftibuten Oral Suspension),1,297,Medical
12/24/2022,IUS Pharmacy & Grocery,Ceenu,1,217,Medical
9/25/2022,IUS Pharmacy & Grocery,Cefaclor,1,346,Medical
8/15/2022,IUS Pharmacy & Grocery,Cefaclor Capsules,1,114,Medical
9/8/2022,IUS Pharmacy & Grocery,Cefaclor Extended-Release Tablets,1,273,Medical
5/14/2022,IUS Pharmacy & Grocery,Cefaclor Suspension,1,168,Medical
9/22/2022,IUS Pharmacy & Grocery,Cefa-Drops,1,249,Medical
6/2/2022,IUS Pharmacy & Grocery,Cefadroxil,1,205,Medical
6/1/2022,IUS Pharmacy & Grocery,Cefadroxil Capsules,1,325,Medical
9/20/2022,IUS Pharmacy & Grocery,Cefadroxil Capsules and Tablets,1,448,Medical
8/30/2022,IUS Pharmacy & Grocery,Cefadroxil Oral Suspension,1,421,Medical
12/19/2022,IUS Pharmacy & Grocery,Cefadroxil Suspension,1,428,Medical
5/13/2022,IUS Pharmacy & Grocery,Cefazolin,1,408,Medical
1/5/2022,IUS Pharmacy & Grocery,Cefazolin and Dextrose,1,330,Medical
5/24/2022,IUS Pharmacy & Grocery,Cefazolin injection,1,208,Medical
12/7/2022,IUS Pharmacy & Grocery,Cefazolin Sodium,1,158,Medical
3/21/2022,IUS Pharmacy & Grocery,Cefdinir,1,141,Medical
4/5/2022,IUS Pharmacy & Grocery,Cefdinir Capsules,1,446,Medical
11/6/2022,IUS Pharmacy & Grocery,Cefdinir Suspension,1,441,Medical
7/27/2022,IUS Pharmacy & Grocery,Cefditoren,1,250,Medical
2/25/2022,IUS Pharmacy & Grocery,Cefditoren pivoxil,1,422,Medical
5/16/2022,IUS Pharmacy & Grocery,Cefepime,1,110,Medical
9/8/2022,IUS Pharmacy & Grocery,Cefepime Hydrochloride,1,344,Medical
2/14/2022,IUS Pharmacy & Grocery,Cefepime Hydrochloride and Dextrose,1,242,Medical
9/17/2022,IUS Pharmacy & Grocery,Cefepime injection,1,202,Medical
1/3/2023,IUS Pharmacy & Grocery,Cefiderocol,1,143,Medical
1/20/2023,IUS Pharmacy & Grocery,Cefiderocol Intravenous,1,178,Medical
7/2/2022,IUS Pharmacy & Grocery,Cefiderocol Sulfate Tosylate,1,154,Medical
11/7/2022,IUS Pharmacy & Grocery,Cefixime,1,447,Medical
5/25/2022,IUS Pharmacy & Grocery,Cefixime Capsules,1,153,Medical
1/2/2023,IUS Pharmacy & Grocery,Cefixime Capsules and Tablets,1,386,Medical
1/19/2022,IUS Pharmacy & Grocery,Cefixime Chewable Tablets,1,188,Medical
7/2/2022,IUS Pharmacy & Grocery,Cefixime Oral Suspension,1,260,Medical
5/25/2022,IUS Pharmacy & Grocery,Cefizox Injection,1,186,Medical
1/15/2022,IUS Pharmacy & Grocery,Cefobid,1,130,Medical
10/12/2022,IUS Pharmacy & Grocery,Cefobid injection,1,352,Medical
11/5/2022,IUS Pharmacy & Grocery,Cefoperazone,1,222,Medical
6/19/2022,IUS Pharmacy & Grocery,"Cefoperazone Intramuscular, Intravenous",1,365,Medical
8/2/2022,IUS Pharmacy & Grocery,Cefotan,1,309,Medical
7/11/2022,IUS Pharmacy & Grocery,Cefotaxime,1,226,Medical
5/10/2022,IUS Pharmacy & Grocery,Cefotaxime and Dextrose,1,276,Medical
7/7/2022,IUS Pharmacy & Grocery,Cefotaxime Injection,1,445,Medical
11/19/2022,IUS Pharmacy & Grocery,Cefotaxime Sodium,1,298,Medical
